rep,trial,column,sigma
80,3,peak_11,0.6277094360490734
80,3,peak_12,0.5829141235470298
80,3,peak_13,0.5464201326793878
80,3,peak_14,0.5574397794580984
80,3,peak_15,0.5529280517938291
80,3,peak_16,0.554316666313097
80,3,delta_f_mhz_b01,0.06377315034610388
80,3,delta_f_mhz_b02,0.04493900467138426
80,3,delta_f_mhz_b03,0.16733607953632543
80,3,delta_f_mhz_b04,0.1692606879101712
80,3,delta_f_mhz_b05,0.14470828582750483
80,3,delta_f_mhz_b06,0.17062289481274992
80,3,delta_f_mhz_b07,0.047957274432249876
80,3,delta_f_mhz_b08,0.07351072705112291
80,3,delta_Bx_uT,1.559307985223767
80,3,delta_By_uT,5.341692901149424
80,3,delta_Bz_uT,1.4489706364487855
80,3,delta_B_mag_uT,3.8523417459344165
90,1,peak_01,0.5432260210202524
90,1,peak_02,0.5642854079715582
90,1,peak_03,0.57539057962582
90,1,peak_04,0.5670067838581301
90,1,peak_05,0.5719993808758468
