batch,time_s,timestamp_epoch_s,acq_seconds,peak_01,peak_01_ref,peak_01_freq_mhz,peak_01_raw,peak_01_ref_raw,peak_01_spike_sig,peak_01_spike_ref,peak_02,peak_02_ref,peak_02_freq_mhz,peak_02_raw,peak_02_ref_raw,peak_02_spike_sig,peak_02_spike_ref,z_minus,z_plus,lockin_signal,f0_mhz,delta_f_mhz,peak_shift_kHz,delta_f_linear_mhz,peak_shift_linear_kHz,B_shift_nT,B_shift_linear_nT
29,3.073098167020362,1785869742.818702,0.0100372500019148,-5660.2515282574805,-5649.654722315616,2930.2169026906186,-5660.2515282574805,-5649.654722315616,False,False,-5713.557610722254,-5708.863010055934,2936.2169004017996,-5713.557610722254,-5708.863010055934,False,False,-1.0018756554980268,-1.0008223354909815,0.0010533200070452775,2931.6451113518124,-1.5717901537004764,-1571.7901537004764,-0.11109438056818509,-111.09438056818509,-56087.28781403355,-3964.258512995471
30,3.169603979506064,1785869742.915086,0.009797959006391466,-5580.850252162485,-5567.371420056851,2930.2169026906186,-5580.850252162485,-5567.371420056851,False,False,-5627.1359171073145,-5617.9342742305225,2936.2169004017996,-5627.1359171073145,-5617.9342742305225,False,False,-1.002421040575284,-1.001637905042606,0.0007831355326779477,2932.5254707665026,-0.6914307390102294,-691.4307390102294,-0.08259783951875298,-82.59783951875298,-24672.806844498624,-2947.396500098236
31,3.2664466670248657,1785869743.0119328,0.009808165952563286,-5578.580828009904,-5564.441152917444,2930.2169026906186,-5578.580828009904,-5564.441152917444,False,False,-5628.761478741938,-5626.140497294984,2936.2169004017996,-5628.761478741938,-5626.140497294984,False,False,-1.0025410772984895,-1.0004658578022028,0.002075219496286751,,,,-0.21887481766307307,-218.87481766307306,,-7810.263262313483
32,3.3646666045533493,1785869743.110334,0.010168374981731176,-5582.521125103157,-5564.235866674818,2930.2169026906186,-5582.521125103157,-5564.235866674818,False,False,-5624.143339853899,-5623.319855121192,2936.2169004017996,-5624.143339853899,-5623.319855121192,False,False,-1.003286211955509,-1.0001464410266396,0.003139770928869412,,,,-0.33115378435373555,-331.15378435373555,,-11816.792190755621
33,3.4958498125197366,1785869743.242133,0.011405125027522445,-5594.089189106581,-5572.497802365742,2930.2169026906186,-5594.089189106581,-5572.497802365742,False,False,-5641.491107069718,-5636.0636503958185,2936.2169004017996,-5641.491107069718,-5636.0636503958185,False,False,-1.0038746335138387,-1.0009629871148666,0.002911646398972012,2930.13802148235,-3.0788800231630375,-3078.8800231630375,-0.3070933343747869,-307.09333437478693,-109865.83011572357,-10958.226319397192
34,3.595597375591751,1785869743.341268,0.010181916994042695,-5580.889351101874,-5566.086314454259,2930.2169026906186,-5580.889351101874,-5566.086314454259,False,False,-5630.1940856435485,-5626.018554574075,2936.2169004017996,-5630.1940856435485,-5626.018554574075,False,False,-1.0026595054067295,-1.0007421822429077,0.0019173231638218713,2930.486247161099,-2.7306543444137787,-2730.6543444137787,-0.2022213836336887,-202.2213836336887,-97439.84957228728,-7216.007123668594
35,3.6947456460329704,1785869743.440255,0.009863708051852882,-5590.883672097075,-5572.128761805789,2930.2169026906186,-5590.883672097075,-5572.128761805789,False,False,-5629.157619891799,-5626.830146407066,2936.2169004017996,-5629.157619891799,-5626.830146407066,False,False,-1.0033658429467462,-1.0004136384828,0.002952204463946284,,,,-0.31137102118906906,-311.37102118906904,,-11110.870011028726
36,3.7922337920754217,1785869743.5375948,0.0095695840427652,-5591.727895283798,-5577.234538619067,2930.2169026906186,-5591.727895283798,-5577.234538619067,False,False,-5637.531598251674,-5634.23883149433,2936.2169004017996,-5637.531598251674,-5634.23883149433,False,False,-1.0025986636503041,-1.0005844208695838,0.0020142427807203767,,,,-0.2124435618247589,-212.44356182475892,,-7580.772260375353
37,3.8907518125488423,1785869743.636213,0.0097731250571087,-5578.5689931839715,-5561.068427728703,2930.2169026906186,-5578.5689931839715,-5561.068427728703,False,False,-5615.153273527523,-5611.755076871351,2936.2169004017996,-5615.153273527523,-5611.755076871351,False,False,-1.0031469789812344,-1.0006055497094266,0.0025414292718077824,,,,-0.26804628111185536,-268.04628111185536,,-9564.882997140143
38,3.9907018750091083,1785869743.736376,0.010200749966315925,-5643.865794541064,-5625.452714185286,2930.2169026906186,-5643.865794541064,-5625.452714185286,False,False,-5683.920234129046,-5675.147220099642,2936.2169004017996,-5683.920234129046,-5675.147220099642,False,False,-1.0032731730744704,-1.0015458654532048,0.0017273076212656058,2931.8566075628273,-1.36029394268553,-1360.29394268553,-0.18218031457831782,-182.18031457831782,-48540.320535452825,-6500.867634110684
39,4.091705083556008,1785869743.837282,0.010010582976974547,-5641.014302961763,-5617.737431610478,2930.2169026906186,-5641.014302961763,-5617.737431610478,False,False,-5685.019485282881,-5679.088220191338,2936.2169004017996,-5685.019485282881,-5679.088220191338,False,False,-1.0041434601803048,-1.001044404464515,0.0030990557157897225,2930.221229929004,-2.995671576508812,-2995.671576508812,-0.3268595230214417,-326.8595230214417,-106896.64489397702,-11663.557059000917
40,4.191907771048136,1785869743.937397,0.009836457902565598,-5648.803835926277,-5634.3783109698325,2930.2169026906186,-5648.803835926277,-5634.3783109698325,False,False,-5691.300910841458,-5691.196889996026,2936.2169004017996,-5691.300910841458,-5691.196889996026,False,False,-1.0025602691477709,-1.000018277498994,0.0025419916487767757,,,,-0.2681055953948825,-268.10559539488247,,-9566.999550202772
41,4.285659479559399,1785869744.031093,0.00972829107195139,-5674.5360882721525,-5655.011790506465,2930.2169026906186,-5674.5360882721525,-5655.011790506465,False,False,-5720.114463428799,-5714.509493535471,2936.2169004017996,-5720.114463428799,-5714.509493535471,False,False,-1.0034525653506974,-1.0009808313206354,0.002471734030061956,2930.619522214342,-2.5973792911709097,-2597.3792911709097,-0.2606954763625792,-260.6954763625792,-92684.10259673528,-9302.579088016671
42,4.380396063090302,1785869744.126487,0.011041457997635007,-5652.463769599903,-5636.805133416879,2930.2169026906186,-5652.463769599903,-5636.805133416879,False,False,-5695.135044472294,-5691.979915640187,2936.2169004017996,-5695.135044472294,-5691.979915640187,False,False,-1.0027779275338427,-1.0005543113079927,0.002223616225849989,,,,-0.23452632208612526,-234.52632208612525,,-8368.766845779519
43,4.4764723750413395,1785869744.221942,0.009804499917663634,-5687.544372955956,-5663.934995568054,2930.2169026906186,-5687.544372955956,-5663.934995568054,False,False,-5726.887590549256,-5717.2437173334965,2936.2169004017996,-5726.887590549256,-5717.2437173334965,False,False,-1.0041683701183675,-1.0016868046374376,0.002481565480929815,2931.5524068333143,-1.6644946721985434,-1664.4946721985434,-0.2617324062005629,-261.7324062005629,-59395.32801165227,-9339.580580950716
44,4.602401437994558,1785869744.348518,0.011101957992650568,-5693.02156065654,-5684.928601338754,2930.2169026906186,-5693.02156065654,-5684.928601338754,False,False,-5738.48521563713,-5738.158116575481,2936.2169004017996,-5738.48521563713,-5738.158116575481,False,False,-1.0014235815232368,-1.0000570041910668,0.0013665773321700492,,,,-0.1441338446060668,-144.1338446060668,,-5143.228825509092
45,4.697868396004196,1785869744.444192,0.011518292012624443,-5664.758060029954,-5645.84933215148,2930.2169026906186,-5664.758060029954,-5645.84933215148,False,False,-5712.750242992939,-5706.172249900664,2936.2169004017996,-5712.750242992939,-5706.172249900664,False,False,-1.0033491378827264,-1.0011527855809803,0.002196352301746085,2931.157875356908,-2.0590261486049712,-2059.0261486049712,-0.2316507773894332,-231.65077738943322,-73473.6707324069,-8266.156772389138
46,4.795876604563091,1785869744.541829,0.010777708957903087,-5685.747062689122,-5677.494759605098,2930.2169026906186,-5685.747062689122,-5677.494759605098,False,False,-5743.331556988722,-5725.176463306538,2936.2169004017996,-5743.331556988722,-5725.176463306538,False,False,-1.0014535113520031,-1.0031710976593546,-0.0017175863073515263,2934.639982637743,1.4230811322299814,1423.0811322299814,0.18115500095988624,181.15500095988622,50780.79975128395,6464.280650866623
47,4.896493083506357,1785869744.6429849,0.011861333041451871,-5695.198572607513,-5675.512090044931,2930.2169026906186,-5695.198572607513,-5675.512090044931,False,False,-5739.606956628052,-5740.695271571354,2936.2169004017996,-5739.606956628052,-5740.695271571354,False,False,-1.0034686707120424,-0.9998104210567156,0.003658249655326795,,,,-0.38583808975783856,-385.8380897578386,,-13768.130522332234
48,4.994981584022753,1785869744.74036,0.00963425007648766,-5684.968195433566,-5673.244229299753,2930.2169026906186,-5684.968195433566,-5673.244229299753,False,False,-5730.699312284133,-5736.514095118745,2936.2169004017996,-5730.699312284133,-5736.514095118745,False,False,-1.0020665364754198,-0.9989863560451181,0.003080180430301671,,,,-0.3248687337690633,-324.8687337690633,,-11592.518333180962
49,5.1007539795245975,1785869744.8461561,0.009681541007012129,-5666.413711526118,-5645.189477947244,2930.2169026906186,-5666.413711526118,-5645.189477947244,False,False,-5709.988556407984,-5710.926551945471,2936.2169004017996,-5709.988556407984,-5710.926551945471,False,False,-1.0037597026037455,-0.999835754228503,0.003923948375242459,,,,-0.41386151522145137,-413.8615152214514,,-14768.110020748336
50,5.205368791997898,1785869744.950849,0.009839750011451542,-5689.649708102821,-5675.322957483877,2930.2169026906186,-5689.649708102821,-5675.322957483877,False,False,-5732.671433811168,-5726.069052786014,2936.2169004017996,-5732.671433811168,-5726.069052786014,False,False,-1.0025243938937523,-1.001153039015822,0.0013713548779301643,2931.768048461192,-1.4488530443209129,-1448.8530443209129,-0.1446377356204837,-144.6377356204837,-51700.43692267031,-5161.20952114201
51,5.304417000093963,1785869745.0507772,0.011605000006966293,-5699.32563651924,-5687.725902436043,2930.2169026906186,-5699.32563651924,-5687.725902436043,False,False,-5744.857285203411,-5736.854019317175,2936.2169004017996,-5744.857285203411,-5736.854019317175,False,False,-1.0020394326805075,-1.001395061798555,0.0006443708819525718,2932.539423225245,-0.6774782802676782,-677.4782802676782,-0.0679622370295082,-67.9622370295082,-24174.93149684835,-2425.144056148594
52,5.403539313003421,1785869745.1490078,0.009825041983276606,-5705.232319589204,-5694.72711740074,2930.2169026906186,-5705.232319589204,-5694.72711740074,False,False,-5756.518667665127,-5759.589823333436,2936.2169004017996,-5756.518667665127,-5759.589823333436,False,False,-1.0018447244217137,-0.9994667752804434,0.002377949141270319,,,,-0.2508039200859819,-250.8039200859819,,-8949.61176441557
53,5.503009834035765,1785869745.248615,0.010101500083692372,-5685.982221780725,-5667.547108536846,2930.2169026906186,-5685.982221780725,-5667.547108536846,False,False,-5731.214030931931,-5732.802070788886,2936.2169004017996,-5731.214030931931,-5732.802070788886,False,False,-1.0032527498917672,-0.9997229906357579,0.0035297592560092905,,,,-0.37228611958196844,-372.2861195819684,,-13284.546088423082
54,5.633095313038211,1785869745.378839,0.010381792089901865,-5706.932657334108,-5692.197513525078,2930.2169026906186,-5706.932657334108,-5692.197513525078,False,False,-5753.357146131981,-5747.689199804382,2936.2169004017996,-5753.357146131981,-5747.689199804382,False,False,-1.0025886564501703,-1.0009861260987791,0.0016025303513911293,2931.3690906426623,-1.8478108628505652,-1847.8108628505652,-0.1690199707008976,-169.0199707008976,-65936.7279064575,-6031.257875424551
55,5.739787750528194,1785869745.485467,0.010250916937366128,-5703.5553534859555,-5681.459846562949,2930.2169026906186,-5703.5553534859555,-5681.459846562949,False,False,-5744.873189779015,-5749.757167527586,2936.2169004017996,-5744.873189779015,-5749.757167527586,False,False,-1.0038890544894679,-0.9991505766928465,0.004738477796621399,,,,-0.49977048962365267,-499.7704896236527,,-17833.660063647327
56,5.841677313030232,1785869745.5873852,0.010314707993529737,-5673.610934682277,-5662.80584864138,2930.2169026906186,-5673.610934682277,-5662.80584864138,False,False,-5721.72459883241,-5721.664616254548,2936.2169004017996,-5721.72459883241,-5721.664616254548,False,False,-1.0019080799041502,-1.0000104834138115,0.0018975964903387155,,,,-0.20014079790796252,-200.1407979079625,,-7141.764127460838
57,5.9439314375049435,1785869745.689495,0.010027625015936792,-5680.418875508146,-5666.251435033774,2930.2169026906186,-5680.418875508146,-5666.251435033774,False,False,-5722.037425497448,-5713.218661552099,2936.2169004017996,-5722.037425497448,-5713.218661552099,False,False,-1.0025003197681586,-1.0015435719281491,0.0009567478400094309,2932.3581925076214,-0.8587089978914264,-858.7089978914264,-0.1009088481514402,-100.9088481514402,-30641.913998409447,-3600.8010330944976
58,6.042176333547104,1785869745.787916,0.010385166970081627,-5717.256175688481,-5688.487087752545,2930.2169026906186,-5717.256175688481,-5688.487087752545,False,False,-5753.05628419476,-5748.310581654798,2936.2169004017996,-5753.05628419476,-5748.310581654798,False,False,-1.005057423440035,-1.0008255821380125,0.0042318413020223655,,,,-0.44633519250197806,-446.33519250197804,,-15926.890968526193
59,6.142781875561923,1785869745.8882182,0.009777833009138703,-5719.840955772229,-5704.821057859828,2930.2169026906186,-5719.840955772229,-5704.821057859828,False,False,-5768.7048384631835,-5762.697365284103,2936.2169004017996,-5768.7048384631835,-5762.697365284103,False,False,-1.0026328429516131,-1.0010424759098526,0.001590367041760521,2931.461000667948,-1.7559008375646954,-1755.9008375646954,-0.1677370981265307,-167.7370981265307,-62657.038166025384,-5985.480235745457
60,6.242304562532809,1785869745.988545,0.011390874977223575,-5698.947285814713,-5679.894771831157,2930.2169026906186,-5698.947285814713,-5679.894771831157,False,False,-5736.326370082831,-5735.309531741907,2936.2169004017996,-5736.326370082831,-5735.309531741907,False,False,-1.0033543779856704,-1.0001772944137184,0.0031770835719520107,,,,-0.3350891743044567,-335.0891743044567,,-11957.221463904392
61,6.342867292056326,1785869746.088334,0.009844584041275084,-5695.742051532843,-5682.574898370877,2930.2169026906186,-5695.742051532843,-5682.574898370877,False,False,-5740.39663324877,-5738.87711740074,2936.2169004017996,-5740.39663324877,-5738.87711740074,False,False,-1.0023171103588517,-1.0002647758118783,0.0020523345469734,,,,-0.21646112642841145,-216.46112642841146,,-7724.133829161127
62,6.440329104545526,1785869746.186193,0.01064262492582202,-5701.185126998197,-5687.275384356757,2930.2169026906186,-5701.185126998197,-5687.275384356757,False,False,-5746.862857230186,-5736.479282941591,2936.2169004017996,-5746.862857230186,-5736.479282941591,False,False,-1.0024457656261379,-1.0018100953174314,0.0006356703087064819,2932.687944443606,-0.5289570619070219,-528.9570619070219,-0.06704458162668994,-67.04458162668995,-18875.14494387032,-2392.398716339207
63,6.537520125566516,1785869746.283225,0.010327333002351224,-5702.764691139164,-5692.335915579058,2930.2169026906186,-5702.764691139164,-5692.335915579058,False,False,-5744.18633279335,-5745.624044074945,2936.2169004017996,-5744.18633279335,-5745.624044074945,False,False,-1.0018320731093124,-0.9997497728235321,0.0020823002857803807,,,,-0.2196216333671956,-219.62163336719559,,-7836.912409620168
64,6.664164667017758,1785869746.409617,0.009825750021263957,-5700.707839960877,-5687.607464009537,2930.2169026906186,-5700.707839960877,-5687.607464009537,False,False,-5744.877387902314,-5740.129958431396,2936.2169004017996,-5744.877387902314,-5740.129958431396,False,False,-1.002303319283941,-1.000827059579713,0.0014762597042279335,2931.2055547690693,-2.0113467364435564,-2011.3467364435564,-0.1557021193008489,-155.7021193008489,-71772.29290763475,-5556.027665602658
65,6.762694500561338,1785869746.5080929,0.009720082976855338,-5705.19136228872,-5689.7408457376905,2930.2169026906186,-5705.19136228872,-5689.7408457376905,False,False,-5746.280424549928,-5743.703554726901,2936.2169004017996,-5746.280424549928,-5743.703554726901,False,False,-1.002715504443863,-1.000448642552401,0.0022668618914618577,,,,-0.23908747197530497,-239.08747197530496,,-8531.525548647765
