batch,time_s,timestamp_epoch_s,acq_seconds,peak_01,peak_01_freq_mhz,peak_01_raw,peak_01_spike_sig,peak_02,peak_02_freq_mhz,peak_02_raw,peak_02_spike_sig,z_minus,z_plus,lockin_signal,delta_f_mhz,peak_shift_kHz,f_new_mhz,B_shift_uT
207,2.090853728936054,1785872547.179044,0.010014957981184125,-5299.495323532108,2806.913354404411,-5299.495323532108,False,-5303.279186661368,2813.913351734123,-5303.279186661368,False,-1.0124353201713394,-1.013158203473405,-0.0007228833020656023,0.043847377422219454,43.84737742221945,2810.5547887462785,1.5646366479524498
208,2.1011141664348543,1785872547.189493,0.010395582998171449,-5299.578558547544,2806.913354404411,-5299.578558547544,False,-5302.452539963933,2813.913351734123,-5302.452539963933,False,-1.012451221698628,-1.013000277810169,-0.0005490561115411019,0.025602512485733482,25.60251248573348,2810.5365438813424,0.9135923667475551
209,2.1119594789342955,1785872547.200734,0.01119054201990366,-5289.4121022709905,2806.913354404411,-5289.4121022709905,False,-5294.9326191276705,2813.913351734123,-5294.9326191276705,False,-1.0105089840350423,-1.011563644131917,-0.0010546600968746045,0.07867059922132738,78.67059922132738,2810.589611968078,2.807258036730209
210,2.1223729579360224,1785872547.210324,0.009539584047161043,-5286.755445181405,2806.913354404411,-5286.755445181405,False,-5289.796767735427,2813.913351734123,-5289.796767735427,False,-1.0100014463721374,-1.0105824719577348,-0.0005810255855973612,0.028958021681314318,28.958021681314317,2810.539899390538,1.0333293491762174
211,2.131922020460479,1785872547.219829,0.009455540915951133,-5288.078138276736,2806.913354404411,-5288.078138276736,False,-5296.214283094416,2813.913351734123,-5296.214283094416,False,-1.0102541385863402,-1.0118084979886157,-0.0015543594022755514,0.13111893200739477,131.11893200739476,2810.6420603008637,4.678808592898757
212,2.141547978972085,1785872547.22958,0.00969920796342194,-5292.090170247884,2806.913354404411,-5292.090170247884,False,-5293.860199590427,2813.913351734123,-5293.860199590427,False,-1.0110206121135852,-1.0113587651101872,-0.0003381529966020036,0.0034661664104301587,3.4661664104301586,2810.514407535267,0.12368564125143301
213,2.151390686922241,1785872547.2394722,0.00980804197024554,-5288.733555949507,2806.913354404411,-5288.733555949507,False,-5288.289694959806,2813.913351734123,-5288.289694959806,False,-1.0103793520191044,-1.0102945551628408,8.479685626361366e-05,-0.04092656016563543,-40.92656016563543,2810.470014808691,-1.4604110821308673
214,2.1616550413891673,1785872547.2501462,0.010632833000272512,-5284.121527034876,2806.913354404411,-5284.121527034876,False,-5287.050079469389,2813.913351734123,-5287.050079469389,False,-1.0094982528415866,-1.0100577344036343,-0.00055948156204777,0.026696765552944902,26.696765552944903,2810.5376381344095,0.9526393645783936
215,2.171816082962323,1785872547.2598,0.009613416041247547,-5283.33472965125,2806.913354404411,-5283.33472965125,False,-5283.911061527646,2813.913351734123,-5283.911061527646,False,-1.0093479401396461,-1.0094580447273815,-0.00011010458773541565,-0.020469746067917065,-20.469746067917065,2810.4904716227884,-0.730436271335893
216,2.1815366453956813,1785872547.269583,0.009739540982991457,-5285.46471711954,2806.913354404411,-5285.46471711954,False,-5290.424959501177,2813.913351734123,-5290.424959501177,False,-1.0097548608769553,-1.0107024840518415,-0.0009476231748861697,0.06743602666105276,67.43602666105276,2810.5783773955177,2.4063669233889797
217,2.1911534579703584,1785872547.2790332,0.009412416024133563,-5298.797256777822,2806.913354404411,-5298.797256777822,False,-5300.720663569397,2813.913351734123,-5300.720663569397,False,-1.0123019588992315,-1.0126694136948233,-0.00036745479559185945,0.006541676998577358,6.5416769985773575,2810.517483045855,0.23343123745993996
218,2.200862186960876,1785872547.288998,0.00992995803244412,-5297.524245804932,2806.913354404411,-5297.524245804932,False,-5293.507648928692,2813.913351734123,-5293.507648928692,False,-1.0120587581426996,-1.0112914125189876,0.0007673456237120568,-0.1125667335877941,-112.56673358779409,2810.3983746352687,-4.01679751597895
219,2.2113983744056895,1785872547.30011,0.011077167000621557,-5287.559461442064,2806.913354404411,-5287.559461442064,False,-5290.933638475409,2813.913351734123,-5290.933638475409,False,-1.0101550486324637,-1.0107996639772308,-0.0006446153447670078,0.03563238927532055,35.63238927532055,2810.5465737581317,1.2714954779945957
220,2.2222763954196125,1785872547.3107488,0.010608874959871173,-5289.651051441147,2806.913354404411,-5289.651051441147,False,-5288.965823577955,2813.913351734123,-5288.965823577955,False,-1.0105546337742763,-1.0104237252917307,0.00013090848254559972,-0.04576642665014824,-45.76642665014824,2810.4651749422064,-1.633115424284479
221,2.2326350618968718,1785872547.320836,0.010061957989819348,-5288.550894030626,2806.913354404411,-5288.550894030626,False,-5286.062143533942,2813.913351734123,-5286.062143533942,False,-1.010344455605949,-1.0098689954437805,0.000475460162168595,-0.08193049764153267,-81.93049764153267,2810.429010871215,-2.923583272963626
222,2.242719061963726,1785872547.3309171,0.010057292063720524,-5292.663654980592,2806.913354404411,-5292.663654980592,False,-5295.737798392273,2813.913351734123,-5295.737798392273,False,-1.0111301727723887,-1.0117174685768473,-0.0005872958044585985,0.029616142519028475,29.616142519028475,2810.5405575113755,1.0568135355062973
223,2.2526193119119853,1785872547.340632,0.009689708007499576,-5299.971057859829,2806.913354404411,-5299.971057859829,False,-5302.2907922486775,2813.913351734123,-5302.2907922486775,False,-1.012526206228784,-1.0129693769243515,-0.0004431706955674297,0.014488801751790544,14.488801751790543,2810.525430170608,0.5170140505206445
224,2.2626403954345733,1785872547.350966,0.010310458950698376,-5296.081118378824,2806.913354404411,-5296.081118378824,False,-5293.217636091328,2813.913351734123,-5293.217636091328,False,-1.0117830577054878,-1.0112360073866258,0.0005470503188620413,-0.08944458525758774,-89.44458525758773,2810.4214967835987,-3.191713718869103
225,2.272858895477839,1785872547.361064,0.010072625009343028,-5299.796355105908,2806.913354404411,-5299.796355105908,False,-5299.36174465874,2813.913351734123,-5299.36174465874,False,-1.01249283036414,-1.0124098007659676,8.302959817241273e-05,-0.040741069132359316,-40.741069132359314,2810.470200299724,-1.4537920758049998
226,2.282870478928089,1785872547.370991,0.009902792051434517,-5281.640329186661,2806.913354404411,-5281.640329186661,False,-5283.483661399272,2813.913351734123,-5283.483661399272,False,-1.0090242355655052,-1.0093763926153605,-0.00035215704985525065,0.004936028860590609,4.936028860590609,2810.5158773977173,0.1761357715026623
227,2.292675790959038,1785872547.380675,0.009661749936640263,-5302.222807714644,2806.913354404411,-5302.222807714644,False,-5293.831035852922,2813.913351734123,-5293.831035852922,False,-1.012956388905818,-1.0113531935611781,0.0016031953446398184,-0.20029734247304254,-200.29734247304253,2810.3106440263837,-7.1473502167086265
228,2.302500624442473,1785872547.390639,0.009938667062669992,-5306.333520799585,2806.913354404411,-5306.333520799585,False,-5305.935580890668,2813.913351734123,-5305.935580890668,False,-1.013741714840498,-1.013665690918502,7.602392199590469e-05,-0.04000575485129964,-40.00575485129964,2810.470935614005,-1.4275533418248516
229,2.3125868954812177,1785872547.4008472,0.010182791040278971,-5303.302202219031,2806.913354404411,-5303.302202219031,False,-5301.224011981538,2813.913351734123,-5301.224011981538,False,-1.0131626004512433,-1.0127655752497813,0.00039702520146200904,-0.07369798085246021,-73.6979808524602,2810.437243388004,-2.629816616202548
230,2.3231557079707272,1785872547.41178,0.010905915987677872,-5308.571380322157,2806.913354404411,-5308.571380322157,False,-5314.729790323074,2813.913351734123,-5314.729790323074,False,-1.0141692438567371,-1.0153457694351895,-0.001176525578452381,0.09146157424138886,91.46157424138886,2810.602402943098,3.263687348036999
231,2.3336099159205332,1785872547.421748,0.009935250040143728,-5288.732573279946,2806.913354404411,-5288.732573279946,False,-5303.500945991381,2813.913351734123,-5303.500945991381,False,-1.0103791642862525,-1.013200569201569,-0.002821404915316572,0.2641077594978542,264.1077594978542,2810.7750491283546,9.42434197465937
232,2.343445520440582,1785872547.431456,0.00967587495688349,-5294.747829874377,2806.913354404411,-5294.747829874377,False,-5292.643671485772,2813.913351734123,-5292.643671485772,False,-1.011528341304874,-1.0111263550511265,0.0004019862537474328,-0.07421869184489636,-74.21869184489637,2810.4367226770114,-2.64839751087983
233,2.353249790961854,1785872547.441325,0.009810250019654632,-5302.942189076015,2806.913354404411,-5302.942189076015,False,-5301.161773695632,2813.913351734123,-5301.161773695632,False,-1.013093822199832,-1.0127536850158871,0.00034013718394487746,-0.06772702663653607,-67.72702663653607,2810.44321434222,-2.4167508791227545
234,2.3630896659451537,1785872547.4511712,0.009811499970965087,-5299.54304184369,2806.913354404411,-5299.54304184369,False,-5300.170891279762,2813.913351734123,-5300.170891279762,False,-1.0124444364552712,-1.0125643831494415,-0.00011994669417036974,-0.019436720670368873,-19.43672067036887,2810.491504648186,-0.6935741032817896
235,2.3733871249714866,1785872547.4619148,0.010689500020816922,-5303.508454320384,2806.913354404411,-5303.508454320384,False,-5303.387989424458,2813.913351734123,-5303.387989424458,False,-1.0132020036207003,-1.0131789895584113,2.3014062288995163e-05,-0.03444185125407549,-34.441851254075495,2810.4764995176024,-1.229012676779742
236,2.383848457946442,1785872547.472071,0.01009774999693036,-5294.441510529694,2806.913354404411,-5294.441510529694,False,-5292.39343613412,2813.913351734123,-5292.39343613412,False,-1.011469820916634,-1.0110785491577534,0.00039127175888054033,-0.0730941007431287,-73.0941007431287,2810.4378472681133,-2.608267939734824
237,2.393956415937282,1785872547.4821508,0.010046500014141202,-5289.11230858575,2806.913354404411,-5289.11230858575,False,-5295.664733930373,2813.913351734123,-5295.664733930373,False,-1.0104517103330815,-1.011703510069978,-0.0012517997368965972,0.09936233389744968,99.36233389744969,2810.6103037027538,3.545615682895007
238,2.403984624426812,1785872547.492128,0.00994658307172358,-5296.881182565639,2806.913354404411,-5296.881182565639,False,-5305.835478497417,2813.913351734123,-5305.835478497417,False,-1.0119359049469108,-1.0136465669845474,-0.00171066203763659,0.14752442336219534,147.52442336219534,2810.6584657922185,5.2642172196044585
239,2.413791603932623,1785872547.5017679,0.00960654194932431,-5289.050238408167,2806.913354404411,-5289.050238408167,False,-5300.176183635418,2813.913351734123,-5300.176183635418,False,-1.0104398522152274,-1.012565394220773,-0.002125542005545711,0.1910701365300594,191.0701365300594,2810.7020115053865,6.818089370898494
240,2.423602853959892,1785872547.511749,0.0099467079853639,-5294.34486199835,2806.913354404411,-5294.34486199835,False,-5303.137044961334,2813.913351734123,-5303.137044961334,False,-1.011451356821319,-1.0131310481937421,-0.0016796913724230755,0.14427374893025685,144.27374893025686,2810.6552151177866,5.1482211293982605
241,2.4335322289261967,1785872547.521625,0.00984095805324614,-5292.424475043555,2806.913354404411,-5292.424475043555,False,-5293.324403215453,2813.913351734123,-5293.324403215453,False,-1.0110844789465905,-1.011256404575584,-0.00017192562899359665,-0.01398102272961135,-13.98102272961135,2810.496960346127,-0.4988946163863599
242,2.4435340204508975,1785872547.531756,0.010091624921187758,-5292.724685943087,2806.913354404411,-5292.724685943087,False,-5296.500450835956,2813.913351734123,-5296.500450835956,False,-1.011141832354723,-1.0118631685395534,-0.0007213361848303901,0.043684992326353936,43.684992326353935,2810.5546263611827,1.558842146958105
243,2.4540682289516553,1785872547.542685,0.010888291988521814,-5289.603768682948,2806.913354404411,-5289.603768682948,False,-5287.541282819329,2813.913351734123,-5287.541282819329,False,-1.0105456007000846,-1.0101515757206854,0.0003940249793992212,-0.07338307818303397,-73.38307818303397,2810.4375582906737,-2.6185797239164277
244,2.464598666469101,1785872547.552822,0.010091917007230222,-5289.494076474004,2806.913354404411,-5289.494076474004,False,-5295.947580768408,2813.913351734123,-5295.947580768408,False,-1.0105246446920306,-1.0117575461831443,-0.0012329014911136582,0.09737877804059057,97.37877804059057,2810.608320146897,3.474835071388473
245,2.475081999436952,1785872547.5636532,0.010789083084091544,-5293.120784301738,2806.913354404411,-5293.120784301738,False,-5288.356123727726,2813.913351734123,-5288.356123727726,False,-1.0112175044600986,-1.010307245962023,0.0009102584980755779,-0.12756683847690764,-127.56683847690763,2810.3833745303796,-4.55205675410033
246,2.4853317289380357,1785872547.573311,0.009615458082407713,-5292.150099336736,2806.913354404411,-5292.150099336736,False,-5293.969719106275,2813.913351734123,-5293.969719106275,False,-1.0110320611898758,-1.011379688126309,-0.00034762693643330955,0.004460549119585256,4.460549119585256,2810.515401917976,0.15916889521785813
247,2.4956468329182826,1785872547.5842922,0.010942333959974349,-5297.979258489469,2806.913354404411,-5297.979258489469,False,-5294.669228535623,2813.913351734123,-5294.669228535623,False,-1.0121456854602702,-1.011513325012433,0.0006323604478370992,-0.09839871824545739,-98.39871824545739,2810.412542650611,-3.511230311356601
248,2.5066689999075606,1785872547.59535,0.011016750009730458,-5285.810742121832,2806.913354404411,-5285.810742121832,False,-5284.413141486078,2813.913351734123,-5284.413141486078,False,-1.0098209667818756,-1.0095539639522197,0.0002670028296558602,-0.060050860369371066,-60.050860369371065,2810.450890508487,-2.142836867305562
249,2.5177823329577222,1785872547.606522,0.01113549992442131,-5287.452879237095,2806.913354404411,-5287.452879237095,False,-5287.85125622765,2813.913351734123,-5287.85125622765,False,-1.0101346867711496,-1.0102107941948493,-7.610742369967838e-05,-0.02403808117236184,-24.03808117236184,2810.486903287684,-0.8577676695818527
250,2.5284186664503068,1785872547.616619,0.010055667022243142,-5294.510868967204,2806.913354404411,-5294.510868967204,False,-5289.616460861325,2813.913351734123,-5289.616460861325,False,-1.0114830714108038,-1.0105480254611034,0.0009350459497003971,-0.13016852412602803,-130.16852412602802,2810.3807728447305,-4.6448945234808745
251,2.5389576664892957,1785872547.627603,0.010948583018034697,-5290.551314301434,2806.913354404411,-5290.551314301434,False,-5300.520503102362,2813.913351734123,-5300.520503102362,False,-1.010726623343386,-1.0126311742938696,-0.0019045509504835856,0.16787496240560779,167.8749624056078,2810.678816331262,5.990399743277469
252,2.549781207984779,1785872547.638294,0.01062900002580136,-5294.334896231317,2806.913354404411,-5294.334896231317,False,-5293.627635480026,2813.913351734123,-5293.627635480026,False,-1.0114494529240756,-1.0113143351965443,0.00013511772753127538,-0.046208228108346516,-46.20822810834652,2810.464733140748,-1.6488805348396558
253,2.560811353439931,1785872547.6496341,0.011216125101782382,-5288.172824525476,2806.913354404411,-5288.172824525476,False,-5292.914928019072,2813.913351734123,-5292.914928019072,False,-1.0102722277998797,-1.0111781769093175,-0.0009059491094378647,0.06306192561757169,63.061925617571696,2810.574003294474,2.250282815357254
254,2.572715124464594,1785872547.662036,0.012295166961848736,-5285.677178531039,2806.913354404411,-5285.677178531039,False,-5290.087349084573,2813.913351734123,-5290.087349084573,False,-1.0097954502961441,-1.0106379857007044,-0.0008425354045602518,0.05640603664460254,56.40603664460254,2810.567347405501,2.0127760721025743
255,2.584302957984619,1785872547.6728718,0.010795166017487645,-5298.812206192499,2806.913354404411,-5298.812206192499,False,-5297.100265916802,2813.913351734123,-5297.100265916802,False,-1.0123048148910778,-1.0119777594461106,0.00032705544496725025,-0.0663539700965264,-66.3539700965264,2810.44458739876,-2.367755141897174
256,2.5947099163895473,1785872547.6828601,0.00994433299638331,-5288.412501146193,2806.913354404411,-5288.412501146193,False,-5290.894777944188,2813.913351734123,-5290.894777944188,False,-1.0103180165139776,-1.0107922399166425,-0.00047422340266489726,0.017748087282414712,17.748087282414712,2810.528689456139,0.6333174165863086
257,2.604670249449555,1785872547.6927822,0.009870333014987409,-5291.490552312253,2806.913354404411,-5291.490552312253,False,-5285.857503744231,2813.913351734123,-5285.857503744231,False,-1.010906058870384,-1.0098299002963433,0.001076158574040642,-0.14497967515569374,-144.97967515569374,2810.3659616937007,-5.1734111888272105
258,2.6149031454115175,1785872547.703326,0.010499209049157798,-5278.612281077115,2806.913354404411,-5278.612281077115,False,-5280.211798147752,2813.913351734123,-5280.211798147752,False,-1.0084457459792102,-1.0087513236764563,-0.00030557769724604,4.706992027900869e-05,0.04706992027900869,2810.5109884387766,0.0016796288994793281
259,2.625717874499969,1785872547.7144089,0.011038583004847169,-5280.185819298835,2806.913354404411,-5280.185819298835,False,-5285.176499984717,2813.913351734123,-5285.176499984717,False,-1.0087463605804223,-1.0096997988022938,-0.0009534382218714388,0.0680463727555011,68.0463727555011,2810.578987741612,2.428146330127787
260,2.6362814579624683,1785872547.724447,0.00998524995520711,-5295.978090900755,2806.913354404411,-5295.978090900755,False,-5292.365041110126,2813.913351734123,-5292.365041110126,False,-1.0117633749524373,-1.011073124466636,0.0006902504858012914,-0.1044748443143296,-104.4748443143296,2810.4064665245423,-3.7280489692524124
261,2.6466221039299853,1785872547.735134,0.010619457927532494,-5287.808237307822,2806.913354404411,-5287.808237307822,False,-5285.505098266955,2813.913351734123,-5285.505098266955,False,-1.010202575700217,-1.0097625754417237,0.0004400002584934448,-0.07820863369572649,-78.20863369572649,2810.4327327351607,-2.7907733976493896
262,2.6574451244669035,1785872547.746022,0.010801082942634821,-5289.1263104807895,2806.913354404411,-5289.1263104807895,False,-5292.717130238102,2813.913351734123,-5292.717130238102,False,-1.0104543853072483,-1.0111403888847077,-0.0006860035774594042,0.039976489373551125,39.976489373551125,2810.55091785823,1.4265090413057067
263,2.668299186974764,1785872547.756873,0.01080620801076293,-5284.100354555737,2806.913354404411,-5284.100354555737,False,-5288.518742549744,2813.913351734123,-5288.518742549744,False,-1.0094942079723326,-1.0103383132673198,-0.0008441052949872407,0.05657081200983206,56.57081200983205,2810.5675121808663,2.0186558667510726
264,2.6792179579497315,1785872547.7679172,0.010963084059767425,-5286.564660574013,2806.913354404411,-5286.564660574013,False,-5290.301734572241,2813.913351734123,-5290.301734572241,False,-1.0099649981703227,-1.0106789427025689,-0.000713944532246158,0.04290916604365431,42.90916604365431,2810.5538505349,1.5311577948777586
265,2.690221145458054,1785872547.778786,0.01077604095917195,-5290.427071553016,2806.913354404411,-5290.427071553016,False,-5300.339086713329,2813.913351734123,-5300.339086713329,False,-1.0107028875460895,-1.0125965158313743,-0.0018936282852848318,0.16672852179009529,166.72852179009527,2810.6776698906465,5.949490500645707
266,2.7008781244512647,1785872547.789268,0.010436916956678033,-5289.174037961917,2806.913354404411,-5289.174037961917,False,-5293.791524284012,2813.913351734123,-5293.791524284012,False,-1.010463503342964,-1.0113456451239256,-0.0008821417809614651,0.060563113485592575,60.563113485592574,2810.571504482342,2.1611159536680193
267,2.711066082934849,1785872547.799173,0.009866999927908182,-5288.903938319529,2806.913354404411,-5288.903938319529,False,-5288.957360088027,2813.913351734123,-5288.957360088027,False,-1.0104119025015208,-1.0104221083950997,-1.0205893578918435e-05,-0.03095509175357789,-30.955091753577893,2810.479986277103,-1.1045921978867361
268,2.7210376039729454,1785872547.8092082,0.00999420799780637,-5290.408237307822,2806.913354404411,-5290.408237307822,False,-5294.5813460891895,2813.913351734123,-5294.5813460891895,False,-1.010699289381755,-1.0114965356226213,-0.0007972462408663006,0.051652495658354586,51.65249565835459,2810.562593864515,1.8431521431042885
269,2.7313174789305776,1785872547.819731,0.010482958052307367,-5282.598494666381,2806.913354404411,-5282.598494666381,False,-5283.358591863556,2813.913351734123,-5283.358591863556,False,-1.0092072870666418,-1.00935249886554,-0.0001452117988982593,-0.016784900653168816,-16.784900653168815,2810.4941564682035,-0.5989473541667434
270,2.741749895445537,1785872547.830074,0.010305540985427797,-5291.5996821224435,2806.913354404411,-5291.5996821224435,False,-5287.659067151633,2813.913351734123,-5287.659067151633,False,-1.010926907435686,-1.0101740776781185,0.0007528297575674081,-0.11104315136543806,-111.04315136543806,2810.399898217491,-3.962430465509494
271,2.751642520481255,1785872547.839515,0.00940487498883158,-5281.740699024971,2806.913354404411,-5281.740699024971,False,-5288.278841275178,2813.913351734123,-5288.278841275178,False,-1.00904341059316,-1.0102924816345138,-0.0012490710413537442,0.09907593059378975,99.07593059378975,2810.61001729945,3.5353957534181326
272,2.761533290904481,1785872547.8498602,0.01031124999281019,-5284.165224501024,2806.913354404411,-5284.165224501024,False,-5287.234402604151,2813.913351734123,-5287.234402604151,False,-1.0095066009682343,-1.0100929481816576,-0.0005863472134233216,0.029516578605774356,29.516578605774356,2810.540457947462,1.053260726726176
273,2.771753041422926,1785872547.859953,0.010059166932478547,-5294.783629305865,2806.913354404411,-5294.783629305865,False,-5291.8554956139005,2813.913351734123,-5291.8554956139005,False,-1.0115351805615707,-1.0109757789976586,0.0005594015639120986,-0.09074096931036903,-90.74096931036902,2810.420200399546,-3.2379734980862485
274,2.7822972079738975,1785872547.870977,0.010958916042000055,-5289.556374361952,2806.913354404411,-5289.556374361952,False,-5291.603698383104,2813.913351734123,-5291.603698383104,False,-1.0105365463125209,-1.0109276747170777,-0.0003911284045567953,0.009026453959081476,9.026453959081476,2810.5199678228155,0.3220972723052197
275,2.7929781869752333,1785872547.881237,0.010172792011871934,-5296.498849222116,2806.913354404411,-5296.498849222116,False,-5299.29039031696,2813.913351734123,-5299.29039031696,False,-1.0118628625612816,-1.0123961689668142,-0.0005333064055326187,0.023949426693763338,23.94942669376334,2810.5348907955504,0.8546041497917263
276,2.803282645472791,1785872547.891642,0.010352874989621341,-5306.489685790262,2806.913354404411,-5306.489685790262,False,-5306.100291897179,2813.913351734123,-5306.100291897179,False,-1.0137715491818236,-1.0136971579225151,7.439125930841506e-05,-0.03983439092296249,-39.83439092296249,2810.4711069779337,-1.4214384428690583
277,2.8135041664354503,1785872547.901657,0.009960917057469487,-5293.909875599841,2806.913354404411,-5293.909875599841,False,-5297.431937524833,2813.913351734123,-5297.431937524833,False,-1.0113682554000027,-1.012041123225144,-0.00067286782514131,0.03859776360481714,38.59776360481714,2810.549539132461,1.3773110050248765
278,2.82354560343083,1785872547.9117372,0.010037624975666404,-5301.223221872422,2806.913354404411,-5301.223221872422,False,-5307.58189779014,2813.913351734123,-5307.58189779014,False,-1.0127654243043935,-1.0139802094293155,-0.0012147851249220132,0.09547728809929225,95.47728809929225,2810.6064186569556,3.4069828753672655
279,2.8339715414331295,1785872547.922506,0.010728082968853414,-5291.606245988324,2806.913354404411,-5291.606245988324,False,-5299.747337775468,2813.913351734123,-5299.747337775468,False,-1.0109281614210655,-1.0124834659108084,-0.001555304489742948,0.13121812818690953,131.21812818690952,2810.6421594970434,4.682348279578559
280,2.8442834579618648,1785872547.9323661,0.009822916006669402,-5295.780442889018,2806.913354404411,-5295.780442889018,False,-5293.070671210686,2813.913351734123,-5293.070671210686,False,-1.0117256155402994,-1.0112079306685795,0.0005176848717198812,-0.08636239417291555,-86.36239417291556,2810.4245789746838,-3.081729737828845
281,2.8545306454761885,1785872547.943,0.010597874992527068,-5283.602847143686,2806.913354404411,-5283.602847143686,False,-5289.156354494606,2813.913351734123,-5289.156354494606,False,-1.0093991623037817,-1.0104601250275216,-0.0010609627237399,0.07933212159625282,79.33212159625282,2810.5902734904525,2.830863602492607
282,2.8647314579575323,1785872547.95277,0.009735999978147447,-5282.7245346455975,2806.913354404411,-5282.7245346455975,False,-5283.831835131584,2813.913351734123,-5283.831835131584,False,-1.0092313662136023,-1.009442909021665,-0.00021154280806268133,-0.009822812042899759,-9.82281204289976,2810.5011185568137,-0.3505142750106965
283,2.8751517284545116,1785872547.963837,0.01103137491736561,-5287.009783904393,2806.913354404411,-5287.009783904393,False,-5285.655530763825,2813.913351734123,-5285.655530763825,False,-1.0100500361888503,-1.0097913146260862,0.0002587215627640749,-0.059181660358212165,-59.18166035821216,2810.4517597084982,-2.111820595140314
284,2.8867952704895288,1785872547.976058,0.012183791026473045,-5289.821401717762,2806.913354404411,-5289.821401717762,False,-5292.560520524498,2813.913351734123,-5292.560520524498,False,-1.0105871781254487,-1.0111104695818582,-0.0005232914564095026,0.022898259764437184,22.898259764437185,2810.533839628621,0.8170946247658144
285,2.89774074946763,1785872547.98573,0.009637832990847528,-5281.815915273405,2806.913354404411,-5281.815915273405,False,-5294.216699269493,2813.913351734123,-5294.216699269493,False,-1.0090577801853413,-1.0114268721363626,-0.002369091951021307,0.21663308699300482,216.6330869930048,2810.7275744558497,7.73027001830591
286,2.9074434369103983,1785872547.995465,0.009696458000689745,-5292.979091909405,2806.913354404411,-5292.979091909405,False,-5298.023367056881,2813.913351734123,-5298.023367056881,False,-1.0111904350178518,-1.0121541121252342,-0.0009636771073824324,0.0691210440004574,69.1210440004574,2810.580062412857,2.4664945760939694
287,2.917342311993707,1785872548.005522,0.010019458015449345,-5294.349727970168,2806.913354404411,-5294.349727970168,False,-5289.890128984931,2813.913351734123,-5289.890128984931,False,-1.0114522864346942,-1.0106003080384864,0.0008519783962077643,-0.12144977138369571,-121.44977138369572,2810.389491597473,-4.333777168987144
288,2.9277199784410186,1785872548.016222,0.010664125089533627,-5283.493084634899,2806.913354404411,-5283.493084634899,False,-5292.221128159673,2813.913351734123,-5292.221128159673,False,-1.0093781928653838,-1.0110456308006972,-0.0016674379353134317,0.14298763077809315,142.98763077809315,2810.6539289996344,5.102327675495759
289,2.9387725624255836,1785872548.027652,0.011371874948963523,-5292.445066784852,2806.913354404411,-5292.445066784852,False,-5295.713737506495,2813.913351734123,-5295.713737506495,False,-1.0110884128695248,-1.0117128718956336,-0.000624459026108859,0.033516786357128854,33.51678635712885,2810.5444581552138,1.196002938807053
290,2.950099978945218,1785872548.03882,0.011093208100646734,-5291.786034783141,2806.913354404411,-5291.786034783141,False,-5286.182683314485,2813.913351734123,-5286.182683314485,False,-1.0109625089419012,-1.0098920238123057,0.001070485129595511,-0.14438419163373298,-144.38419163373297,2810.3665571772226,-5.15216213366161
291,2.9611777704558335,1785872548.049835,0.010974875069223344,-5280.258332059786,2806.913354404411,-5280.258332059786,False,-5285.995797291927,2813.913351734123,-5285.995797291927,False,-1.0087602136882878,-1.0098563204106548,-0.0010961067223669296,0.08302082821541566,83.02082821541566,2810.593962197072,2.9624903017205133
292,2.9717995414393954,1785872548.060108,0.010200082906521857,-5291.998133997617,2806.913354404411,-5291.998133997617,False,-5291.273354830822,2813.913351734123,-5291.273354830822,False,-1.0110030291656218,-1.01086456465476,0.0001384645108617466,-0.04655950577469943,-46.55950577469943,2810.4643818630816,-1.6614154215921864
293,2.9826600414235145,1785872548.07146,0.01125466707162559,-5288.492529877434,2806.913354404411,-5288.492529877434,False,-5289.595066784852,2813.913351734123,-5289.595066784852,False,-1.0103333055007944,-1.0105439382570696,-0.0002106327562751975,-0.00991833088490457,-9.91833088490457,2810.5010230379717,-0.35392274068314905
294,2.994348707899917,1785872548.083536,0.012035915977321565,-5282.5102561359545,2806.913354404411,-5282.5102561359545,False,-5286.753389675092,2813.913351734123,-5286.753389675092,False,-1.009190429649218,-1.0100010536805575,-0.0008106240313394686,0.05305662570035258,53.056625700352576,2810.5639979945568,1.8932566978430123
295,3.005269666435197,1785872548.093312,0.009737333049997687,-5281.674769997249,2806.913354404411,-5281.674769997249,False,-5287.784911513891,2813.913351734123,-5287.784911513891,False,-1.0090308152662062,-1.0101981194536869,-0.0011673041874806778,0.09049369900680902,90.49369900680902,2810.6014350678633,3.2291499788327513
296,3.01512879144866,1785872548.103244,0.009887916967272758,-5287.0410352416175,2806.913354404411,-5287.0410352416175,False,-5282.32635938503,2813.913351734123,-5282.32635938503,False,-1.0100560065606832,-1.0091552973291507,0.0009007092315325149,-0.12656454949211196,-126.56454949211196,2810.384376819364,-4.516291374968311
297,3.025219020433724,1785872548.113497,0.010214291047304869,-5290.239574227466,2806.913354404411,-5290.239574227466,False,-5293.850554757465,2813.913351734123,-5293.850554757465,False,-1.0106670673588385,-1.011356922525384,-0.0006898551665455166,0.04038075134462094,40.38075134462094,2810.551322120201,1.4409346040758257
298,3.035936249420047,1785872548.12468,0.011146167060360312,-5295.085527401658,2806.913354404411,-5295.085527401658,False,-5298.334601277623,2813.913351734123,-5298.334601277623,False,-1.0115928562979593,-1.0122135714696976,-0.0006207151717383397,0.0331238321988876,33.1238321988876,2810.544065201055,1.1819808806340137
